Thu 24 Nov 15:29:20 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:29:25 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:29:31 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:29:47 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:29:53 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:30:08 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:30:14 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:30:29 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:30:34 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:30:40 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:30:45 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:30:51 GMT 2022,OK,false,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,true,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:31:16 GMT 2022,OK,true,true,true,0.8,-1.865556,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,44.80584,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:31:31 GMT 2022,OK,true,true,true,0.8,-1.865556,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,45.182163,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:31:37 GMT 2022,OK,true,true,true,0.8,0.798845,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,45.182163,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:31:52 GMT 2022,OK,true,true,true,0.8,0.703681,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,44.871262,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:31:58 GMT 2022,OK,true,true,true,0.8,0.608531,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,44.716084,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:32:13 GMT 2022,OK,true,true,true,0.8,21.975794,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,45.182163,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:32:19 GMT 2022,OK,true,true,true,0.8,24.207464,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,44.80584,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:32:34 GMT 2022,OK,true,true,true,0.8,21.928997,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,45.182163,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:32:40 GMT 2022,OK,true,true,true,0.8,21.928997,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,45.182163,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:32:55 GMT 2022,OK,true,true,true,0.8,24.112314,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,45.276253,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:33:00 GMT 2022,OK,true,true,true,0.8,24.207464,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,45.182163,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:33:16 GMT 2022,OK,true,true,true,0.8,22.070042,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.114026,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:33:21 GMT 2022,OK,true,true,true,0.8,21.740602,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-5.374859,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:33:37 GMT 2022,OK,true,true,true,0.8,24.207464,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.302435,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:33:42 GMT 2022,OK,true,true,true,0.8,21.928997,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.239254,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:33:58 GMT 2022,OK,true,true,true,0.8,21.928997,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.239254,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:34:03 GMT 2022,OK,true,true,true,0.8,21.928997,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-5.622291,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:34:19 GMT 2022,OK,true,true,true,0.8,24.492941,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.20823,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:34:24 GMT 2022,OK,true,true,true,0.8,22.11697,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-5.498662,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:34:40 GMT 2022,OK,true,true,true,0.8,21.928997,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-2.862683,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:34:45 GMT 2022,OK,true,true,true,0.8,22.11697,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.364322,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:35:01 GMT 2022,OK,true,true,true,0.8,21.69302,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.615824,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:35:06 GMT 2022,OK,true,true,true,0.8,21.975794,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-1.344102,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:35:22 GMT 2022,OK,true,true,true,0.8,24.207464,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.364322,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:35:27 GMT 2022,OK,true,true,true,0.8,21.834793,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.521678,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:35:43 GMT 2022,OK,true,true,true,0.8,24.112314,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.3334,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:35:48 GMT 2022,OK,true,true,true,0.8,21.975794,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.239254,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
Thu 24 Nov 15:36:04 GMT 2022,OK,true,true,true,0.8,21.928997,false,false,0,0,false,false,0,0,false,false,0,0,true,true,0.8,-3.364322,false,false,0,0,false,false,0,0,false,false,0,0,false,false,0,0
